,question,answer
944,"Sanjay went to buy some school supplies. He bought 22 erasers which cost ₺4.0 each, 6 notebooks which cost ₺13.0 each, and a rim of bond paper which cost ₺24. How much did Sanjay spend on everything?","Sanjay spent 22 x ₺4.0 = ₺88 for the erasers.
He also spent 6 x ₺13.0 = ₺78 for the notebooks.
Therefore, Sanjay spent a total of ₺88 + ₺78 + ₺24 = ₺190 for the school supplies.
#### 190"
945,"Faisal went to buy some school supplies. He bought 6 folders which cost €7.5 each, 4 colored pencils which cost €9.0 each, and a rim of bond paper which cost €22. How much did Faisal spend on everything?","Faisal spent 6 x €7.5 = €45 for the folders.
He also spent 4 x €9.0 = €36 for the colored pencils.
Therefore, Faisal spent a total of €45 + €36 + €22 = €103 for the school supplies.
#### 103"
946,"Qasim went to buy some school supplies. He bought 24 notebooks which cost ₺3.5 each, 8 pencils which cost ₺17.0 each, and a rim of bond paper which cost ₺12. How much did Qasim spend on everything?","Qasim spent 24 x ₺3.5 = ₺84 for the notebooks.
He also spent 8 x ₺17.0 = ₺136 for the pencils.
Therefore, Qasim spent a total of ₺84 + ₺136 + ₺12 = ₺232 for the school supplies.
#### 232"
947,"Xavier went to buy some school supplies. He bought 16 markers which cost ₺7.0 each, 12 rulers which cost ₺13.75 each, and a rim of bond paper which cost ₺14. How much did Xavier spend on everything?","Xavier spent 16 x ₺7.0 = ₺112 for the markers.
He also spent 12 x ₺13.75 = ₺165 for the rulers.
Therefore, Xavier spent a total of ₺112 + ₺165 + ₺14 = ₺291 for the school supplies.
#### 291"
948,"Noah went to buy some school supplies. He bought 8 markers which cost $6.0 each, 8 erasers which cost $9.5 each, and a rim of bond paper which cost $21. How much did Noah spend on everything?","Noah spent 8 x $6.0 = $48 for the markers.
He also spent 8 x $9.5 = $76 for the erasers.
Therefore, Noah spent a total of $48 + $76 + $21 = $145 for the school supplies.
#### 145"
949,"Arjun went to buy some school supplies. He bought 16 notebooks which cost €3.25 each, 8 folders which cost €13.25 each, and a rim of bond paper which cost €19. How much did Arjun spend on everything?","Arjun spent 16 x €3.25 = €52 for the notebooks.
He also spent 8 x €13.25 = €106 for the folders.
Therefore, Arjun spent a total of €52 + €106 + €19 = €177 for the school supplies.
#### 177"
950,"In a 150-item quiz, 60% of the questions are history, and the rest are equally divided as literature and chemistry questions. If Mia is sure to get 40% of the history questions, and 1/10 of the literature and chemistry questions correctly, how many points is she sure to get?","The literature and chemistry questions comprises 100% - 60% = 40% of the quiz.
There are 150 questions x 60/100 = 90 history questions.
There are a total of 150 questions x 40/100 = 60 literature and chemistry questions.
If Mia is sure to get 40% of the history questions, then this means she is sure of her 90 questions x 40/100 = 36 points.
From the literature and chemistry questions, she is sure to get 1/10 of it correctly so that is 60 questions * 1/10 = 6 points.
Thus, she is sure of getting 36 points + 6 points = 42 points in her quiz.
#### 42"
951,"In a 40-item quiz, 25% of the questions are biology, and the rest are equally divided as geography and geometry questions. If Sophia is sure to get 30% of the biology questions, and a tenth of the geography and geometry questions correctly, how many points is she sure to get?","The geography and geometry questions comprises 100% - 25% = 75% of the quiz.
There are 40 questions x 25/100 = 10 biology questions.
There are a total of 40 questions x 75/100 = 30 geography and geometry questions.
If Sophia is sure to get 30% of the biology questions, then this means she is sure of her 10 questions x 30/100 = 3 points.
From the geography and geometry questions, she is sure to get 1/10 of it correctly so that is 30 questions * 1/10 = 3 points.
Thus, she is sure of getting 3 points + 3 points = 6 points in her quiz.
#### 6"
952,"In a 110-item quiz, 40% of the questions are chemistry, and the rest are equally divided as biology and algebra questions. If Zahra is sure to get 25% of the chemistry questions, and 1/6 of the biology and algebra questions correctly, how many points is she sure to get?","The biology and algebra questions comprises 100% - 40% = 60% of the quiz.
There are 110 questions x 40/100 = 44 chemistry questions.
There are a total of 110 questions x 60/100 = 66 biology and algebra questions.
If Zahra is sure to get 25% of the chemistry questions, then this means she is sure of her 44 questions x 25/100 = 11 points.
From the biology and algebra questions, she is sure to get 1/6 of it correctly so that is 66 questions * 1/6 = 11 points.
Thus, she is sure of getting 11 points + 11 points = 22 points in her quiz.
#### 22"
953,"In a 150-item quiz, 20% of the questions are history, and the rest are equally divided as geography and algebra questions. If Valentina is sure to get 20% of the history questions, and 1/2 of the geography and algebra questions correctly, how many points is she sure to get?","The geography and algebra questions comprises 100% - 20% = 80% of the quiz.
There are 150 questions x 20/100 = 30 history questions.
There are a total of 150 questions x 80/100 = 120 geography and algebra questions.
If Valentina is sure to get 20% of the history questions, then this means she is sure of her 30 questions x 20/100 = 6 points.
From the geography and algebra questions, she is sure to get 1/2 of it correctly so that is 120 questions * 1/2 = 60 points.
Thus, she is sure of getting 6 points + 60 points = 66 points in her quiz.
#### 66"
954,"In a 150-item quiz, 40% of the questions are chemistry, and the rest are equally divided as history and literature questions. If Nia is sure to get 35% of the chemistry questions, and 1/9 of the history and literature questions correctly, how many points is she sure to get?","The history and literature questions comprises 100% - 40% = 60% of the quiz.
There are 150 questions x 40/100 = 60 chemistry questions.
There are a total of 150 questions x 60/100 = 90 history and literature questions.
If Nia is sure to get 35% of the chemistry questions, then this means she is sure of her 60 questions x 35/100 = 21 points.
From the history and literature questions, she is sure to get 1/9 of it correctly so that is 90 questions * 1/9 = 10 points.
Thus, she is sure of getting 21 points + 10 points = 31 points in her quiz.
#### 31"
955,"In a 50-item quiz, 10% of the questions are geography, and the rest are equally divided as algebra and chemistry questions. If Kimia is sure to get 60% of the geography questions, and 1/9 of the algebra and chemistry questions correctly, how many points is she sure to get?","The algebra and chemistry questions comprises 100% - 10% = 90% of the quiz.
There are 50 questions x 10/100 = 5 geography questions.
There are a total of 50 questions x 90/100 = 45 algebra and chemistry questions.
If Kimia is sure to get 60% of the geography questions, then this means she is sure of her 5 questions x 60/100 = 3 points.
From the algebra and chemistry questions, she is sure to get 1/9 of it correctly so that is 45 questions * 1/9 = 5 points.
Thus, she is sure of getting 3 points + 5 points = 8 points in her quiz.
#### 8"
956,"In a 80-item quiz, 50% of the questions are economics, and the rest are equally divided as history and physics questions. If Olivia is sure to get 90% of the economics questions, and 1/4 of the history and physics questions correctly, how many points is she sure to get?","The history and physics questions comprises 100% - 50% = 50% of the quiz.
There are 80 questions x 50/100 = 40 economics questions.
There are a total of 80 questions x 50/100 = 40 history and physics questions.
If Olivia is sure to get 90% of the economics questions, then this means she is sure of her 40 questions x 90/100 = 36 points.
From the history and physics questions, she is sure to get 1/4 of it correctly so that is 40 questions * 1/4 = 10 points.
Thus, she is sure of getting 36 points + 10 points = 46 points in her quiz.
#### 46"
957,"In a 80-item quiz, 40% of the questions are geography, and the rest are equally divided as physics and algebra questions. If Nadia is sure to get 100% of the geography questions, and a quarter of the physics and algebra questions correctly, how many points is she sure to get?","The physics and algebra questions comprises 100% - 40% = 60% of the quiz.
There are 80 questions x 40/100 = 32 geography questions.
There are a total of 80 questions x 60/100 = 48 physics and algebra questions.
If Nadia is sure to get 100% of the geography questions, then this means she is sure of her 32 questions x 100/100 = 32 points.
From the physics and algebra questions, she is sure to get 1/4 of it correctly so that is 48 questions * 1/4 = 12 points.
Thus, she is sure of getting 32 points + 12 points = 44 points in her quiz.
#### 44"
958,"In a 100-item quiz, 40% of the questions are geography, and the rest are equally divided as history and chemistry questions. If Isabella is sure to get 70% of the geography questions, and 1/2 of the history and chemistry questions correctly, how many points is she sure to get?","The history and chemistry questions comprises 100% - 40% = 60% of the quiz.
There are 100 questions x 40/100 = 40 geography questions.
There are a total of 100 questions x 60/100 = 60 history and chemistry questions.
If Isabella is sure to get 70% of the geography questions, then this means she is sure of her 40 questions x 70/100 = 28 points.
From the history and chemistry questions, she is sure to get 1/2 of it correctly so that is 60 questions * 1/2 = 30 points.
Thus, she is sure of getting 28 points + 30 points = 58 points in her quiz.
#### 58"
959,"In a 150-item quiz, 20% of the questions are geometry, and the rest are equally divided as physics and algebra questions. If Elena is sure to get 30% of the geometry questions, and a fifth of the physics and algebra questions correctly, how many points is she sure to get?","The physics and algebra questions comprises 100% - 20% = 80% of the quiz.
There are 150 questions x 20/100 = 30 geometry questions.
There are a total of 150 questions x 80/100 = 120 physics and algebra questions.
If Elena is sure to get 30% of the geometry questions, then this means she is sure of her 30 questions x 30/100 = 9 points.
From the physics and algebra questions, she is sure to get 1/5 of it correctly so that is 120 questions * 1/5 = 24 points.
Thus, she is sure of getting 9 points + 24 points = 33 points in her quiz.
#### 33"
960,"In a 20-item quiz, 70% of the questions are chemistry, and the rest are equally divided as physics and economics questions. If Priya is sure to get 50% of the chemistry questions, and 1/6 of the physics and economics questions correctly, how many points is she sure to get?","The physics and economics questions comprises 100% - 70% = 30% of the quiz.
There are 20 questions x 70/100 = 14 chemistry questions.
There are a total of 20 questions x 30/100 = 6 physics and economics questions.
If Priya is sure to get 50% of the chemistry questions, then this means she is sure of her 14 questions x 50/100 = 7 points.
From the physics and economics questions, she is sure to get 1/6 of it correctly so that is 6 questions * 1/6 = 1 points.
Thus, she is sure of getting 7 points + 1 points = 8 points in her quiz.
#### 8"
961,"In a 20-item quiz, 40% of the questions are history, and the rest are equally divided as economics and geography questions. If Amelia is sure to get 25% of the history questions, and a third of the economics and geography questions correctly, how many points is she sure to get?","The economics and geography questions comprises 100% - 40% = 60% of the quiz.
There are 20 questions x 40/100 = 8 history questions.
There are a total of 20 questions x 60/100 = 12 economics and geography questions.
If Amelia is sure to get 25% of the history questions, then this means she is sure of her 8 questions x 25/100 = 2 points.
From the economics and geography questions, she is sure to get 1/3 of it correctly so that is 12 questions * 1/3 = 4 points.
Thus, she is sure of getting 2 points + 4 points = 6 points in her quiz.
#### 6"
962,"In a 40-item quiz, 50% of the questions are physics, and the rest are equally divided as geography and geometry questions. If Quinn is sure to get 65% of the physics questions, and a tenth of the geography and geometry questions correctly, how many points is she sure to get?","The geography and geometry questions comprises 100% - 50% = 50% of the quiz.
There are 40 questions x 50/100 = 20 physics questions.
There are a total of 40 questions x 50/100 = 20 geography and geometry questions.
If Quinn is sure to get 65% of the physics questions, then this means she is sure of her 20 questions x 65/100 = 13 points.
From the geography and geometry questions, she is sure to get 1/10 of it correctly so that is 20 questions * 1/10 = 2 points.
Thus, she is sure of getting 13 points + 2 points = 15 points in her quiz.
#### 15"
